學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,私立,技專校院,1026,樹德科技大學,修,二技,95.75,本校進修二技設有企業管理系、流通管理系、休閒與觀光管理系、行銷管理系、兒童與家庭服務系及流行設計系。提供產業中高階人才回流教育之進修管道，搭配遠距教學數位學習課程及企業實作課程，上課之時間安排兼顧學生工作之需求，以提升產業專業能力為課程規劃之主軸，並積極推動產學實務之連結，培育具有產業管理能力及職場專業能力之優質人才。,,
105,私立,技專校院,1026,樹德科技大學,職,碩士班,67.89,本校設有資訊工程系資訊技術與管理數位學習碩士在職專班、資訊管理系碩士在職專班、金融管理系碩士在職專班、經營管理研究所碩士在職專班、會展管理與貿易行銷碩士學位學程、兒童與家庭服務系碩士在職專班、人類性學研究所碩士在職專班、建築與室內設計研究所碩士在職專班、應用設計研究所碩士在職專班、視覺傳達設計系碩士在職專班、生活產品設計系碩士在職專班。錄取本校各研究所碩士在職專班並完成註冊者，分2年4學期，每學期發給獎助學金新台幣6仟元。,,
105,私立,技專校院,1026,樹德科技大學,修,附設進專,97.42,樹德科技大學附設進修專科學校招生定位為產業與學術並重的合作型態，設有流行設計科、企業管理科、休閒觀光管理科、流通管理科、行銷管理科及兒童與家庭服務科等六科別，講究「學用合一、務實為本」，提供產業所需人力，充分發揮實務體驗及就業媒合功能，目前招生方式採取「獨立甄試入學方式」，畢業後可無縫接軌本校二技進修部完成學士學位，104-105學年度進修二專招生員額310人，錄取報到率均為100%，符合產業與學校之期待。,,
105,私立,技專校院,1030,龍華科技大學,日,五專,100,1. 本校規劃4+1+2課程，學生前四年修畢基礎與專業課程，於五年級到企業實習，累積實務經驗，畢業後可選擇就讀二技或插班四技，完成大學學位。 2. 擁有大學完善教學設備、學習資源及博士師資。 3. 五專畢業後可依自己興趣繼續升學二技或插班四技。 4. 輔導畢業生進入合作企業(如欣興電子、東貝光電、永光化學及宏達電等)就業，亦可進入本校進修部就讀，半工半讀取得學士學位。 5. 目前與永光化學公司及欣興電子簽訂合作計畫，提供學生於五年級至企業界實習,,
105,私立,技專校院,1030,龍華科技大學,日,四技,91.95,本校位於大臺北生活圈，離臺北捷運新莊線迴龍站僅1公里，交通便利。輔導並補助同學考取專業證照，開設跨領域整合學程，培養學生第二專長。開設訂單式就業學程，客製化培育產業所需人才，已攜手181家企業、共60個訂單式就業學程。本校與美國、日本及韓國多所大學簽屬交換學生及雙學位學生協議，享有免繳學雜費之優惠待遇，依獎學金核給規定核給補助費用。開設全英語商務管理學士班，為因應國際化趨勢，培養菁英拔尖人才，並選送績優學生參與國外姐妹校交換學生，拓展其國際視野，提升全球移動能力；參與學生有機會獲得50萬以上獎學金。提供「應天華校友XO圓夢基金」每年最高補助金額新台幣300萬元。本校將企業普遍認可「態度決定高度」之公式C=(K+S)A，轉化為量化系統。特別注重學生態度的培養，透過職場論理、服務學習、社團活動、通識護照等方式提升學生的態度軟實力，落實全人教育理念。,,
105,私立,技專校院,1030,龍華科技大學,日,碩士班,84.17,1. 本校位於大臺北生活圈，離臺北捷運新莊線迴龍站僅1公里，步行約10分鐘可抵達學校，交通便利。 2. 訂有學業成績優異獎學金及論文成績異獎學金，入學前參加國際競賽有獲獎事蹟者，最高可申請第一學年學雜費全免。 3. 本校每年遴選專題競賽績優及論文績優之學生，全額補助參與國外姊妹校之交流活動。 4. 本校訂有一貫修讀學、碩士學位實施要點，鼓勵本校大學部優秀學生繼續留在本校攻讀相關系所碩士班，並期達到縮短修業年限。,,
105,私立,技專校院,1030,龍華科技大學,修,四技,99.66,1. 本校位於大臺北生活圈，離臺北捷運新莊線迴龍站僅1公里，步行約10分鐘可抵達學校，交通便利。 2. 推動學生畢業前取得國內外專業證照，提升就業競爭力。 3. 就業方便本校緊鄰新北等五大工業區，學生就業方便。 4. 本校將企普遍認可「態度決定高度」之公式C=(K+S)A，轉化為量化系統。特別注重學生態度的培養，透過職場論理、服務學習、社團活動、通識護照等方式提升學生的態度軟實力，每年畢業典禮中更在三個學院個選出一名C值最高的畢業生加以表揚，落實全人教育理念。,,
105,私立,技專校院,1030,龍華科技大學,修,二技,100,1. 本校位於大臺北生活圈，離臺北捷運新莊線迴龍站僅1公里，步行約10分鐘可抵達學校，交通便利。 2. 推動學生畢業前取得國內外專業證照，提升就業競爭力。 3. 就業方便本校緊鄰新北等五大工業區，學生就業方便。 4. 本校將企業普遍認可「態度決定高度」之公式C=(K+S)A，轉化為量化系統。特別注重學生態度的培養，透過職場論理、服務學習、社團活動、通識護照等方式提升學生的態度軟實力，每年畢業典禮中更在三個學院個選出一名C值最高的畢業生加以表揚，落實全人教育理念。,,
105,私立,技專校院,1030,龍華科技大學,職,碩士班,90,1. 本校位於大臺北生活圈，離臺北捷運新莊線迴龍站僅1公里，步行約10分鐘可抵達學校，交通便利。 2. 設置學業成績優異獎學金及論文成績異獎學金，入學前參加國際競賽有獲獎事蹟者，最高可申請第一學年學雜費全免。 3. 本校每年遴選專題競賽績優及論文績優之學生，全額補助參與國外姊妹校之交流活動。 4. 本校積極協助合作企業培育高階主管人才。,,
105,私立,技專校院,1031,輔英科技大學,日,五專,100,護理科：培育優秀護理師與進階護理照護人才、培育跨文化國際照護人才、培育跨領域技能健康照護事業創業人才。醫事檢驗生物技術科：培養實證檢驗醫學人才、培養跨領域生醫實務人才、培養生醫產業的管理人才。應用外語科：培育觀光相關產業事務(空姐/地勤)之外語接待專業人才、培育國際貿易產業之外語行銷專業人才、培育親子補教業英語文教學之專業人才。,,
105,私立,技專校院,1031,輔英科技大學,日,四技,73.38,護理系：培育優秀護理師與進階護理照護人才。健康事業管理系：培養健康事業經營人才。高齡及長期照護事業系：培養健康樂活之管理人才。物理治療系：高齡物理治療、動作分析。保健營養系：健康守護天使、食安捍衛戰士。健康美容系：培養醫學美容精緻照護人才。環境工程與科學系：高科技產業廠務管理師的搖籃。職業安全衛生系：具國家證照考場，培養環控及冷凍空調之專才。應用化學及材料科學系：培育IEET國際認證專業化學工程師。生物科技系：生技產品生產與製造。資訊科技管理系：培養數位行銷企劃人才。休閒與遊憩事業管理系：培育房務、櫃臺、調飲、行銷管理等服務人才。幼兒保育暨產業系：嬰幼兒教保服務。應用外語系：培育觀光相關產業事務(空姐/地勤)之外語接待專業人才。,,
105,私立,技專校院,1031,輔英科技大學,日,二技,88.45,護理系：培育優秀護理師與進階護理照護人才、培育跨文化國際照護人才、培育跨領域技能健康照護事業創業人才。助產與婦嬰健康照護系：培育助產與婦嬰健康照護人才、培育婦女生命週期健康照護人才、培育產後護理機構（坐月子中心）經營與管理人才健康事業管理系：培養健康事業經營人才、培養健康科技應用人才、培養健康照護促進人才。高齡及長期照護事業系：培養健康樂活之管理人才、培養高齡長照事業經營之管理人才、培養銀髮福祉微型之創業人才。物理治療系：高齡物理治療、動作分析、輔具設計。保健營養系：健康守護天使、食安捍衛戰士、保健產品行銷產業4.0。醫學檢驗生物技術系：培養實證檢驗醫學人才、培養跨領域生醫實務人才、培養生醫產業的管理人才。職業安全衛生系：具國家證照考場，培養環控及冷凍空調之專才、產學合作教學，培養安全衛生消防及環控技術之專才、擁有高證照高就業之優良傳統，畢業即就業。,,
