學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
109,1,私立,一般大學,1015,世新大學,03214020,圖文傳播暨數位出版學系,學士班(日間),10,2,8
109,1,私立,一般大學,1015,世新大學,04121024,財務金融學系,學士班(日間),4,1,3
109,1,私立,一般大學,1015,世新大學,04131023,企業管理學系,學士班(日間),10,4,6
109,1,私立,一般大學,1015,世新大學,04134009,行政管理學系,學士班(日間),7,0,7
109,1,私立,一般大學,1015,世新大學,04143019,公共關係暨廣告學系,學士班(日間),12,1,11
109,1,私立,一般大學,1015,世新大學,04199025,傳播管理學系,學士班(日間),13,0,13
109,1,私立,一般大學,1015,世新大學,04211026,法律學系,學士班(日間),1,0,1
109,1,私立,一般大學,1015,世新大學,06131028,資訊管理學系,學士班(日間),7,3,4
109,1,私立,一般大學,1015,世新大學,10151029,觀光學系,學士班(日間),15,4,11
109,1,私立,一般大學,1016,銘傳大學,01131042,華語文教學學系,學士班(日間),6,2,4
109,1,私立,一般大學,1016,銘傳大學,02112012,數位媒體設計學系,學士班(日間),2,1,1
109,1,私立,一般大學,1016,銘傳大學,02112072,商業設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,學士班(日間),2,0,2
109,1,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,02322002,應用中國文學系,學士班(日間),10,0,10
109,1,私立,一般大學,1016,銘傳大學,03131054,諮商與工商心理學系,學士班(日間),2,1,1
109,1,私立,一般大學,1016,銘傳大學,03141088,犯罪防治學系,學士班(日間),5,0,5
109,1,私立,一般大學,1016,銘傳大學,03212046,新聞學系,學士班(日間),2,0,2
109,1,私立,一般大學,1016,銘傳大學,03213047,廣播電視學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,03213064,新媒體暨傳播管理學系,學士班(日間),2,0,2
109,1,私立,一般大學,1016,銘傳大學,04111032,會計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,04121020,財務金融學系,學士班(日間),3,0,3
109,1,私立,一般大學,1016,銘傳大學,04121059,經濟與金融學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,04123056,風險管理與保險學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,04131036,企業管理學系,學士班(日間),4,1,3
109,1,私立,一般大學,1016,銘傳大學,04131061,國際企業學系,學士班(日間),3,1,2
109,1,私立,一般大學,1016,銘傳大學,04133022,醫療資訊與管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,04134006,公共事務學系,學士班(日間),1,0,1
109,1,私立,一般大學,1016,銘傳大學,04212024,財金法律學系,學士班(日間),2,2,0
109,1,私立,一般大學,1016,銘傳大學,05421079,應用統計與資料科學學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,06131045,資訊管理學系,學士班(日間),1,1,0
109,1,私立,一般大學,1016,銘傳大學,07193043,生物醫學工程學系,學士班(日間),2,0,2
109,1,私立,一般大學,1016,銘傳大學,07311026,建築學系,學士班(日間),1,1,0
109,1,私立,一般大學,1017,實踐大學,02112039,資訊模擬與設計學系,學士班(日間),1,1,0
109,1,私立,一般大學,1017,實踐大學,02122009,時尚設計學系,學士班(日間),2,0,2
109,1,私立,一般大學,1017,實踐大學,04121029,財務金融學系,學士班(日間),1,0,1
109,1,私立,一般大學,1017,實踐大學,06131037,資訊科技與管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1017,實踐大學,09221045,家庭研究與兒童發展學系,學士班(日間),1,0,1
109,1,私立,一般大學,1017,實踐大學,09231044,社會工作學系,學士班(進修),2,1,1
109,1,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,學士班(日間),2,1,1
109,1,私立,一般大學,1017,實踐大學,10152049,休閒產業管理學系,學士班(日間),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,02123004,工業設計系,學士班(日間),2,1,1
109,1,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,學士班(日間),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(日間),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,03211006,傳播藝術系,學士班(進修),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,04121010,財務金融系,學士班(日間),1,1,0
109,1,私立,技專校院,1018,朝陽科技大學,04131008,企業管理系,學士班(日間),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(日間),3,0,3
109,1,私立,技專校院,1018,朝陽科技大學,04132012,行銷與流通管理系,學士班(進修),2,2,0
109,1,私立,技專校院,1018,朝陽科技大學,04199014,銀髮產業管理系,學士班(日間),7,1,6
109,1,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,學士班(日間),2,0,2
109,1,私立,技專校院,1018,朝陽科技大學,09221035,幼兒保育系,學士班(進修),1,0,1
109,1,私立,技專校院,1018,朝陽科技大學,10152036,休閒事業管理系,學士班(日間),2,0,2
109,1,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,學士班(日間),3,1,2
109,1,私立,一般大學,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,學士班(日間),11,4,7
109,1,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,學士班(日間),1,0,1
109,1,私立,一般大學,1019,高雄醫學大學,09111044,牙醫學系,學士班(日間),1,0,1
109,1,私立,一般大學,1019,高雄醫學大學,09111046,口腔衛生學系,學士班(日間),6,1,5
109,1,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,學士班(日間),3,3,0
109,1,私立,一般大學,1019,高雄醫學大學,09131032,護理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,學士班(日間),1,0,1
109,1,私立,一般大學,1019,高雄醫學大學,09159030,運動醫學系,學士班(日間),5,1,4
109,1,私立,一般大學,1019,高雄醫學大學,09191021,公共衛生學系,學士班(日間),2,0,2
109,1,私立,一般大學,1019,高雄醫學大學,09199033,呼吸治療學系,學士班(日間),1,0,1
109,1,私立,一般大學,1019,高雄醫學大學,09231049,醫學社會學與社會工作學系,學士班(日間),9,0,9
109,1,私立,一般大學,1020,南華大學,01121001,幼兒教育學系,學士班(日間),1,0,1
109,1,私立,一般大學,1020,南華大學,02111059,視覺藝術與設計學系,學士班(日間),1,0,1
109,1,私立,一般大學,1020,南華大學,02151003,民族音樂學系,學士班(日間),2,2,0
109,1,私立,一般大學,1020,南華大學,02299011,生死學系,學士班(日間),1,0,1
109,1,私立,一般大學,1020,南華大學,02311008,外國語文學系,學士班(日間),3,1,2
109,1,私立,一般大學,1020,南華大學,02322009,文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1020,南華大學,03122019,國際事務與企業學系,學士班(日間),2,1,1
109,1,私立,一般大學,1020,南華大學,03141017,應用社會學系,學士班(日間),4,2,2
109,1,私立,一般大學,1020,南華大學,03214026,傳播學系,學士班(日間),6,2,4
109,1,私立,一般大學,1020,南華大學,04131029,企業管理學系,學士班(日間),1,0,1
109,1,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,學士班(日間),1,0,1
109,1,私立,一般大學,1021,真理大學,02321002,台灣文學系,學士班(日間),1,0,1
109,1,私立,一般大學,1021,真理大學,03214058,運動資訊傳播學系,學士班(日間),1,1,0
109,1,私立,一般大學,1021,真理大學,04121024,財務金融學系,學士班(日間),1,1,0
109,1,私立,一般大學,1021,真理大學,04199029,工業管理與經營資訊學系,學士班(日間),1,1,0
109,1,私立,一般大學,1021,真理大學,04199057,運動管理學系,學士班(日間),2,1,1
109,1,私立,一般大學,1021,真理大學,10151045,觀光數位知識學系,學士班(日間),1,1,0
109,1,私立,一般大學,1022,大同大學,04131007,事業經營學系,學士班(日間),2,0,2
109,1,私立,一般大學,1022,大同大學,06131012,資訊工程學系,學士班(日間),1,1,0
109,1,私立,一般大學,1022,大同大學,07141010,電機工程學系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02112008,視覺傳達設計系,學士班(日間),2,0,2
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02151003,流行音樂產業系,學士班(日間),2,0,2
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,學士班(日間),3,2,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,學士班(進修),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04111013,會計資訊系,學士班(日間),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131017,國際企業系,學士班(日間),4,0,4
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04131020,國際商務學士學位學程,學士班(日間),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,04199060,工業管理與資訊系,學士班(日間),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131036,資訊管理系,學士班(日間),8,5,3
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,06131043,資訊工程系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07111048,化學工程與材料工程系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141040,電子工程系,學士班(日間),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141042,光電工程系,學士班(日間),1,1,0
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07151045,機械工程系,學士班(日間),2,1,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10131056,餐旅管理系,學士班(日間),1,0,1
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,學士班(日間),2,0,2
109,1,私立,技專校院,1023,南臺學校財團法人南臺科技大學,10152058,休閒事業管理系,學士班(進修),1,0,1
109,1,私立,技專校院,1024,崑山科技大學,02111009,視訊傳播設計系,學士班(日間),3,3,0
109,1,私立,技專校院,1024,崑山科技大學,02124007,空間設計系,學士班(日間),2,0,2
109,1,私立,技專校院,1024,崑山科技大學,04121021,金融管理系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,04131015,企業管理系,學士班(日間),2,0,2
109,1,私立,技專校院,1024,崑山科技大學,04141049,全球商務與行銷系,學士班(日間),6,5,1
109,1,私立,技專校院,1024,崑山科技大學,06131023,資訊管理系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,07121038,環境工程系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,07141025,電機工程系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,07141051,智慧機器人工程系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,07151030,機械工程系_機械工程學士學程外國學生專班,學士班(日間),11,9,2
109,1,私立,技專校院,1024,崑山科技大學,10151048,旅遊文化系,學士班(日間),1,1,0
109,1,私立,技專校院,1024,崑山科技大學,10152044,休閒遊憩與運動管理系,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,學士班(日間),2,0,2
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,04133003,醫務管理系,學士班(日間),3,0,3
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05121005,生物科技系,學士班(日間),2,0,2
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05191015,保健營養系,學士班(日間),3,1,2
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,06111006,資訊管理系,學士班(日間),1,1,0
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,07211010,食品科技系,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09199013,醫藥化學系,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09211016,老人服務事業管理系,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,09231017,社會工作系,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10111023,生活應用與保健系,學士班(日間),4,1,3
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10121024,化粧品應用與管理系,學士班(日間),1,1,0
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10121025,藥粧生技產業學士學位學程,學士班(日間),1,0,1
109,1,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,10152021,休閒保健管理系,學士班(日間),6,0,6
109,1,私立,技專校院,1026,樹德科技大學,02122006,動畫與遊戲設計系,學士班(日間),4,1,3
109,1,私立,技專校院,1026,樹德科技大學,02123010,生活產品設計系,學士班(日間),1,1,0
109,1,私立,技專校院,1026,樹德科技大學,02124011,室內設計系,學士班(進修),2,0,2
109,1,私立,技專校院,1026,樹德科技大學,02192002,藝術管理與藝術經紀系,學士班(日間),1,1,0
109,1,私立,技專校院,1026,樹德科技大學,02311003,應用外語系,學士班(日間),1,1,0
109,1,私立,技專校院,1026,樹德科技大學,04131016,企業管理系,學士班(日間),2,0,2
109,1,私立,技專校院,1026,樹德科技大學,04143027,行銷管理系,學士班(日間),2,1,1
109,1,私立,技專校院,1026,樹德科技大學,04199048,會展行銷與活動管理系,學士班(日間),2,0,2
