,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,104,1,私立,一般大學,1017,實踐大學,碩士在職專班,198,48,21,27,70,34,36
,104,1,私立,一般大學,1017,實踐大學,博士班,14,0,0,0,0,0,0
,104,1,私立,一般大學,1019,高雄醫學大學,學士班(日間),5638,172,74,98,234,107,127
,104,1,私立,一般大學,1019,高雄醫學大學,學士班(進修),123,4,1,3,6,1,5
,104,1,私立,一般大學,1019,高雄醫學大學,碩士班(日間),604,58,22,36,125,46,79
,104,1,私立,一般大學,1019,高雄醫學大學,碩士在職專班,204,28,13,15,64,28,36
,104,1,私立,一般大學,1019,高雄醫學大學,博士班,325,35,23,12,90,55,35
,104,1,私立,一般大學,1020,南華大學,學士班(日間),4237,107,66,41,239,144,95
,104,1,私立,一般大學,1020,南華大學,學士班(進修),227,6,1,5,14,9,5
,104,1,私立,一般大學,1020,南華大學,碩士班(日間),638,57,25,32,164,76,88
,104,1,私立,一般大學,1020,南華大學,碩士在職專班,417,18,8,10,73,40,33
,104,1,私立,一般大學,1020,南華大學,博士班,36,0,0,0,5,3,2
,104,1,私立,一般大學,1021,真理大學,學士班(日間),7791,172,110,62,272,175,97
,104,1,私立,一般大學,1021,真理大學,學士班(進修),558,20,15,5,48,32,16
,104,1,私立,一般大學,1021,真理大學,碩士班(日間),157,7,6,1,18,12,6
,104,1,私立,一般大學,1021,真理大學,碩士在職專班,13,0,0,0,0,0,0
,104,1,私立,一般大學,1022,大同大學,學士班(日間),3733,61,47,14,133,103,30
,104,1,私立,一般大學,1022,大同大學,碩士班(日間),426,17,13,4,43,36,7
,104,1,私立,一般大學,1022,大同大學,碩士在職專班,399,29,26,3,109,88,21
,104,1,私立,一般大學,1022,大同大學,博士班,134,13,9,4,33,27,6
,104,1,私立,一般大學,1027,慈濟大學,學士班(日間),2934,74,37,37,109,55,54
,104,1,私立,一般大學,1027,慈濟大學,碩士班(日間),347,47,12,35,78,28,50
,104,1,私立,一般大學,1027,慈濟大學,碩士在職專班,35,3,0,3,7,2,5
,104,1,私立,一般大學,1027,慈濟大學,博士班,104,21,3,18,42,12,30
,104,1,私立,一般大學,1028,臺北醫學大學,學士班(日間),4596,130,64,66,177,86,91
,104,1,私立,一般大學,1028,臺北醫學大學,學士班(進修),55,1,0,1,2,0,2
,104,1,私立,一般大學,1028,臺北醫學大學,碩士班(日間),608,40,14,26,92,34,58
,104,1,私立,一般大學,1028,臺北醫學大學,碩士在職專班,228,25,6,19,55,8,47
,104,1,私立,一般大學,1028,臺北醫學大學,博士班,408,25,16,9,65,41,24
,104,1,私立,一般大學,1029,中山醫學大學,學士班(日間),6420,179,76,103,236,110,126
,104,1,私立,一般大學,1029,中山醫學大學,學士班(進修),245,9,4,5,20,10,10
,104,1,私立,一般大學,1029,中山醫學大學,碩士班(日間),489,34,15,19,57,24,33
,104,1,私立,一般大學,1029,中山醫學大學,碩士在職專班,125,19,5,14,22,7,15
,104,1,私立,一般大學,1029,中山醫學大學,博士班,225,17,11,6,43,24,19
,104,1,私立,一般大學,1033,長榮大學,學士班(日間),9303,239,162,77,573,381,192
,104,1,私立,一般大學,1033,長榮大學,學士班(進修),627,23,13,10,68,49,19
,104,1,私立,一般大學,1033,長榮大學,碩士班(日間),472,77,28,49,168,69,99
,104,1,私立,一般大學,1033,長榮大學,碩士在職專班,155,28,8,20,62,28,34
,104,1,私立,一般大學,1033,長榮大學,博士班,37,13,4,9,28,14,14
,104,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),6380,182,96,86,243,132,111
,104,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),73,5,0,5,15,4,11
,104,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),490,55,16,39,103,39,64
,104,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,67,3,3,0,10,5,5
,104,1,私立,一般大學,1035,中國醫藥大學,博士班,356,33,21,12,86,49,37
,104,1,私立,一般大學,1039,玄奘大學,學士班(日間),4136,135,60,75,283,136,147
,104,1,私立,一般大學,1039,玄奘大學,學士班(進修),1124,98,57,41,199,117,82
,104,1,私立,一般大學,1039,玄奘大學,碩士班(日間),345,52,18,34,128,56,72
,104,1,私立,一般大學,1039,玄奘大學,碩士在職專班,245,17,4,13,36,13,23
,104,1,私立,一般大學,1039,玄奘大學,博士班,9,2,1,1,3,2,1
,104,1,私立,一般大學,1048,亞洲大學,學士班(日間),9861,235,138,97,780,464,316
,104,1,私立,一般大學,1048,亞洲大學,學士班(進修),1307,107,63,44,324,192,132
,104,1,私立,一般大學,1048,亞洲大學,碩士班(日間),611,70,38,32,235,120,115
,104,1,私立,一般大學,1048,亞洲大學,碩士在職專班,495,34,17,17,86,41,45
,104,1,私立,一般大學,1048,亞洲大學,博士班,159,15,11,4,50,32,18
,104,1,私立,一般大學,1049,開南大學,學士班(日間),7647,202,142,60,445,324,121
,104,1,私立,一般大學,1049,開南大學,學士班(進修),1239,54,35,19,140,95,45
,104,1,私立,一般大學,1049,開南大學,碩士班(日間),258,25,17,8,78,56,22
,104,1,私立,一般大學,1049,開南大學,碩士在職專班,370,11,8,3,22,16,6
,104,1,私立,一般大學,1050,佛光大學,學士班(日間),3017,67,33,34,124,68,56
,104,1,私立,一般大學,1050,佛光大學,碩士班(日間),627,84,41,43,191,111,80
,104,1,私立,一般大學,1050,佛光大學,碩士在職專班,245,12,5,7,20,10,10
,104,1,私立,一般大學,1050,佛光大學,博士班,52,3,3,0,8,4,4
,104,1,私立,一般大學,1058,明道大學,學士班(日間),3696,70,47,23,110,70,40
,104,1,私立,一般大學,1058,明道大學,學士班(進修),1569,58,41,17,103,76,27
,104,1,私立,一般大學,1058,明道大學,碩士班(日間),201,19,11,8,40,25,15
,104,1,私立,一般大學,1058,明道大學,碩士在職專班,92,2,1,1,3,1,2
,104,1,私立,一般大學,1058,明道大學,博士班,13,0,0,0,0,0,0
,104,1,私立,一般大學,1067,台灣首府大學,學士班(日間),3285,70,50,20,93,71,22
,104,1,私立,一般大學,1067,台灣首府大學,學士班(進修),735,30,25,5,27,22,5
,104,1,私立,一般大學,1067,台灣首府大學,碩士班(日間),67,0,0,0,0,0,0
,104,1,私立,一般大學,1067,台灣首府大學,碩士在職專班,7,0,0,0,0,0,0
,104,1,私立,一般大學,1079,康寧大學,二專(日間),76,4,0,4,8,0,8
,104,1,私立,一般大學,1079,康寧大學,二專(進修),329,3,1,2,11,4,7
,104,1,私立,一般大學,1079,康寧大學,五專,2903,56,14,42,80,26,54
,104,1,私立,一般大學,1079,康寧大學,學士班(日間),1275,73,51,22,193,156,37
,104,1,私立,一般大學,1079,康寧大學,學士班(進修),524,49,40,9,124,99,25
,104,1,私立,一般大學,1079,康寧大學,碩士班(日間),148,13,6,7,44,31,13
,104,1,私立,一般大學,1079,康寧大學,碩士在職專班,157,8,6,2,18,15,3
,104,1,私立,一般大學,1125,中信金融管理學院,學士班(日間),184,4,2,2,19,11,8
,104,1,私立,一般大學,1125,中信金融管理學院,學士班(進修),22,12,9,3,28,14,14
,104,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1452,35,12,23,127,64,63
,104,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),792,20,13,7,67,39,28
,104,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),74,6,3,3,11,5,6
,104,1,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,63,2,2,0,4,4,0
,104,1,私立,一般大學,1195,馬偕醫學院,學士班(日間),600,16,7,9,22,10,12
,104,1,私立,一般大學,1195,馬偕醫學院,學士班(進修),17,0,0,0,0,0,0
,104,1,私立,一般大學,1195,馬偕醫學院,碩士班(日間),23,4,1,3,7,1,6
,104,1,私立,一般大學,1196,法鼓文理學院,學士班(日間),52,2,1,1,4,2,2
,104,1,私立,一般大學,1196,法鼓文理學院,碩士班(日間),116,11,4,7,14,4,10
,104,1,私立,一般大學,1196,法鼓文理學院,博士班,11,1,0,1,2,0,2
,104,1,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),42,1,0,1,1,0,1
,104,1,私立,一般大學,1R03,臺北基督學院,學士班(日間),138,15,6,9,32,14,18
,104,1,私立,一般大學,1R04,一貫道天皇學院,碩士班(日間),12,0,0,0,0,0,0
,104,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),11696,210,118,92,368,214,154
,104,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),3337,178,92,86,343,190,153
,104,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),748,77,36,41,166,87,79
,104,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,479,25,14,11,78,36,42
,104,1,私立,技專校院,1018,朝陽科技大學,博士班,89,8,6,2,14,11,3
,104,1,私立,技專校院,1023,南臺科技大學,學士班(日間),13320,220,138,82,432,281,151
,104,1,私立,技專校院,1023,南臺科技大學,學士班(進修),4481,183,120,63,506,345,161
,104,1,私立,技專校院,1023,南臺科技大學,碩士班(日間),944,78,51,27,185,126,59
,104,1,私立,技專校院,1023,南臺科技大學,碩士在職專班,503,38,14,24,86,39,47
,104,1,私立,技專校院,1023,南臺科技大學,博士班,72,3,3,0,9,9,0
,104,1,私立,技專校院,1024,崑山科技大學,學士班(日間),8535,202,132,70,689,488,201
,104,1,私立,技專校院,1024,崑山科技大學,學士班(進修),3438,228,158,70,735,512,223
,104,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),428,25,20,5,109,83,26
,104,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,201,4,4,0,26,22,4
,104,1,私立,技專校院,1024,崑山科技大學,博士班,34,1,1,0,3,3,0
,104,1,私立,技專校院,1025,嘉南藥理大學,學士班(日間),13126,230,99,131,694,380,314
,104,1,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3314,253,143,110,721,438,283
,104,1,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),312,18,13,5,83,56,27
,104,1,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,219,18,5,13,47,16,31
,104,1,私立,技專校院,1026,樹德科技大學,學士班(日間),8386,324,168,156,324,168,156
,104,1,私立,技專校院,1026,樹德科技大學,學士班(進修),2140,163,111,52,163,111,52
,104,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),326,65,34,31,65,34,31
,104,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,469,56,33,23,56,33,23
,104,1,私立,技專校院,1026,樹德科技大學,博士班,26,5,1,4,5,1,4
,104,1,私立,技專校院,1030,龍華科技大學,二專(日間),11,3,3,0,3,3,0
,104,1,私立,技專校院,1030,龍華科技大學,五專,38,0,0,0,0,0,0
,104,1,私立,技專校院,1030,龍華科技大學,學士班(日間),6766,130,94,36,321,241,80
,104,1,私立,技專校院,1030,龍華科技大學,學士班(進修),3928,173,139,34,270,214,56
,104,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),349,13,10,3,39,33,6
,104,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,76,2,1,1,3,1,2
,104,1,私立,技專校院,1031,輔英科技大學,五專,2901,38,6,32,67,15,52
,104,1,私立,技專校院,1031,輔英科技大學,學士班(日間),5369,150,62,88,346,160,186
,104,1,私立,技專校院,1031,輔英科技大學,學士班(進修),1140,75,42,33,168,97,71
,104,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),123,9,2,7,27,4,23
,104,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,46,9,0,9,15,0,15
,104,1,私立,技專校院,1032,明新科技大學,二專(日間),9,0,0,0,0,0,0
,104,1,私立,技專校院,1032,明新科技大學,二專(進修),54,0,0,0,0,0,0
,104,1,私立,技專校院,1032,明新科技大學,學士班(日間),8692,193,141,52,1207,760,447
,104,1,私立,技專校院,1032,明新科技大學,學士班(進修),4042,177,121,56,434,300,134
,104,1,私立,技專校院,1032,明新科技大學,碩士班(日間),343,10,9,1,192,140,52
,104,1,私立,技專校院,1032,明新科技大學,碩士在職專班,235,7,6,1,26,20,6
,104,1,私立,技專校院,1034,弘光科技大學,二專(進修),67,1,0,1,3,1,2
,104,1,私立,技專校院,1034,弘光科技大學,五專,269,0,0,0,0,0,0
,104,1,私立,技專校院,1034,弘光科技大學,學士班(日間),8036,118,56,62,352,163,189
,104,1,私立,技專校院,1034,弘光科技大學,學士班(進修),4340,165,54,111,537,246,291
,104,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),201,21,3,18,61,24,37
,104,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,93,14,1,13,36,8,28
,104,1,私立,技專校院,1036,健行科技大學,二專(日間),46,2,0,2,2,0,2
,104,1,私立,技專校院,1036,健行科技大學,五專,28,0,0,0,0,0,0
,104,1,私立,技專校院,1036,健行科技大學,學士班(日間),8088,186,141,45,373,292,81
,104,1,私立,技專校院,1036,健行科技大學,學士班(進修),3483,129,87,42,339,239,100
,104,1,私立,技專校院,1036,健行科技大學,碩士班(日間),355,9,8,1,27,23,4
,104,1,私立,技專校院,1036,健行科技大學,碩士在職專班,101,6,5,1,11,9,2
,104,1,私立,技專校院,1037,正修科技大學,二專(進修),2,0,0,0,0,0,0
,104,1,私立,技專校院,1037,正修科技大學,五專,13,0,0,0,0,0,0
,104,1,私立,技專校院,1037,正修科技大學,學士班(日間),9890,248,169,79,566,384,182
,104,1,私立,技專校院,1037,正修科技大學,學士班(進修),6875,438,272,166,943,615,328
,104,1,私立,技專校院,1037,正修科技大學,碩士班(日間),354,20,11,9,60,38,22
,104,1,私立,技專校院,1037,正修科技大學,碩士在職專班,115,7,5,2,13,10,3
,104,1,私立,技專校院,1037,正修科技大學,博士班,12,0,0,0,1,1,0
,104,1,私立,技專校院,1038,萬能科技大學,二專(進修),15,0,0,0,0,0,0
,104,1,私立,技專校院,1038,萬能科技大學,學士班(日間),6619,146,91,55,440,276,164
,104,1,私立,技專校院,1038,萬能科技大學,學士班(進修),4163,92,55,37,518,330,188
,104,1,私立,技專校院,1038,萬能科技大學,碩士班(日間),145,20,12,8,58,41,17
,104,1,私立,技專校院,1038,萬能科技大學,碩士在職專班,105,2,1,1,17,12,5
,104,1,私立,技專校院,1040,建國科技大學,二專(日間),1,0,0,0,0,0,0
,104,1,私立,技專校院,1040,建國科技大學,二專(進修),1,0,0,0,0,0,0
,104,1,私立,技專校院,1040,建國科技大學,學士班(日間),7063,179,131,48,348,258,90
,104,1,私立,技專校院,1040,建國科技大學,學士班(進修),1719,63,46,17,103,76,27
,104,1,私立,技專校院,1040,建國科技大學,碩士班(日間),225,5,5,0,12,10,2
,104,1,私立,技專校院,1041,明志科技大學,五專,15,0,0,0,0,0,0
,104,1,私立,技專校院,1041,明志科技大學,學士班(日間),3568,25,21,4,30,24,6
,104,1,私立,技專校院,1041,明志科技大學,學士班(進修),488,10,8,2,25,18,7
,104,1,私立,技專校院,1041,明志科技大學,碩士班(日間),409,26,22,4,34,30,4
,104,1,私立,技專校院,1041,明志科技大學,碩士在職專班,52,10,7,3,18,14,4
,104,1,私立,技專校院,1042,高苑科技大學,二專(日間),6,0,0,0,0,0,0
,104,1,私立,技專校院,1042,高苑科技大學,學士班(日間),5641,146,112,34,214,167,47
,104,1,私立,技專校院,1042,高苑科技大學,學士班(進修),1451,69,50,19,79,60,19
,104,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),148,5,5,0,9,8,1
,104,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,278,16,12,4,22,17,5
,104,1,私立,技專校院,1043,大仁科技大學,五專,1,0,0,0,5,3,2
,104,1,私立,技專校院,1043,大仁科技大學,學士班(日間),5471,201,109,92,647,397,250
,104,1,私立,技專校院,1043,大仁科技大學,學士班(進修),1790,65,42,23,400,249,151
,104,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),62,7,5,2,22,16,6
,104,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,144,16,6,10,38,18,20
,104,1,私立,技專校院,1044,聖約翰科技大學,五專,96,13,12,1,4,3,1
,104,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),4604,150,113,37,444,348,96
,104,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),323,27,17,10,96,69,27
,104,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),166,13,13,0,38,36,2
,104,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,69,3,2,1,14,12,2
,104,1,私立,技專校院,1045,嶺東科技大學,二專(日間),20,0,0,0,0,0,0
,104,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),7526,111,47,64,176,85,91
,104,1,私立,技專校院,1045,嶺東科技大學,學士班(進修),2494,119,63,56,267,148,119
,104,1,私立,技專校院,1045,嶺東科技大學,碩士班(日間),258,23,9,14,36,15,21
,104,1,私立,技專校院,1045,嶺東科技大學,碩士在職專班,101,7,5,2,13,11,2
,104,1,私立,技專校院,1046,中國科技大學,學士班(日間),9542,227,114,113,472,244,228
,104,1,私立,技專校院,1046,中國科技大學,學士班(進修),2511,139,77,62,283,170,113
,104,1,私立,技專校院,1046,中國科技大學,碩士班(日間),145,23,16,7,38,23,15
